image_2,image_1,rt,correct,type,VerbalScored,high_low_verbal,worker_id,trial_no_ptcp
leg,egg,1064,1,ortho,2.67,low_verbal,wDmKNbjb,11
leg,egg,3106.8,1,ortho,4.666666667,high_verbal,WewWn58j,32
leg,egg,3339.3,0,ortho,3,low_verbal,xa4C6HC1,41
leg,egg,1636,0,ortho,1.75,low_verbal,Xa9ISMwC,38
leg,egg,2625.8,0,ortho,2.58,low_verbal,xMXJBD7Y,40
leg,egg,1672,1,ortho,4.833333333,high_verbal,xnNpmgQR,50
leg,egg,1336.6,1,ortho,4.75,high_verbal,XTcCmXvP,10
leg,egg,1912.3,1,ortho,4.75,high_verbal,XWkUpOyp,40
leg,egg,1521.9,1,ortho,4.83,high_verbal,XxuTNyUr,51
leg,egg,4060,1,ortho,4.666666667,high_verbal,y1Ud0IvQ,36
leg,egg,1190,1,ortho,4.583333333,high_verbal,ycrZF9Ui,7
leg,egg,1130.4,1,ortho,4.833333333,high_verbal,yduNAfJN,41
leg,egg,2395.9,1,ortho,4.92,high_verbal,yI870PhA,5
leg,egg,2364.3,1,ortho,4.92,high_verbal,zfMwhrdi,18
leg,egg,1817.5,1,ortho,2.17,low_verbal,zzU1ectZ,36
man,fan,1874.8,1,ortho,2.25,low_verbal,05Wo9IGy,5
man,fan,2224.9,1,ortho,1.75,low_verbal,0CxunTLR,17
man,fan,927.6999999,1,ortho,2.42,low_verbal,0EwA9ugv,15
man,fan,2058.1,0,ortho,2.58,low_verbal,0X9nY8Ym,8
man,fan,2968,0,ortho,2.833333333,low_verbal,1hM1LUCj,22
man,fan,2214.1,0,ortho,4.166667,high_verbal,26Z3U4Qu,36
man,fan,3640.8,0,ortho,3.083333333,low_verbal,2dXRa5Zq,34
man,fan,1263.9,1,ortho,4.67,high_verbal,2Ie4vXKm,19
man,fan,2456.7,0,ortho,1.83,low_verbal,3DHBLnqj,19
man,fan,3239.6,0,ortho,4.92,high_verbal,3HwZ3aSO,12
man,fan,3389.1,0,ortho,4.83,high_verbal,4ELANfYv,51
man,fan,1652.4,1,ortho,4.833333333,high_verbal,4FubSY7J,3
man,fan,3258.6,0,ortho,3.083333333,low_verbal,4KFmznfv,43
man,fan,2151.3,0,ortho,1.33,low_verbal,5WF1GwNy,53
man,fan,1943.7,0,ortho,4.5,high_verbal,79p4hVcb,25
man,fan,1495.6,1,ortho,4.666666667,high_verbal,7eDZS0g9,17
man,fan,2715.9,1,ortho,2.92,low_verbal,7rrmnKSW,36
man,fan,1675.5,1,ortho,2.17,low_verbal,7rvMjiCW,41
man,fan,1392.9,1,ortho,2.833333333,low_verbal,8Mnv01S8,50
man,fan,3594.3,1,ortho,2.75,low_verbal,8yyEgSuX,41
man,fan,2008.6,1,ortho,5,high_verbal,AvRdAeDp,11
man,fan,1916.4,0,ortho,2.25,low_verbal,AZihdj82,43
man,fan,2671.599998,1,ortho,4.75,high_verbal,BfCux7Qy,1
man,fan,2940.4,0,ortho,4.166667,high_verbal,c8Txd3Z5,25
man,fan,2675,1,ortho,1,low_verbal,CPt18YMj,1
man,fan,1951.5,1,ortho,2.916666667,low_verbal,Ds5BnIYz,25
man,fan,4414.9,0,ortho,4.75,high_verbal,DuDDHkI9,40
man,fan,1962.8,1,ortho,4.333333,high_verbal,duTSHxzu,53
man,fan,1678.6,0,ortho,3.25,low_verbal,e3BB2RMg,11
man,fan,2613,0,ortho,3.17,low_verbal,Ezm1v61p,22
man,fan,3797,1,ortho,3,low_verbal,fbKqS6qy,25
man,fan,2241,0,ortho,1.42,low_verbal,fX6rWWkd,10
man,fan,1771.4,0,ortho,2.58,low_verbal,GJMX4RUC,14
man,fan,4264,0,ortho,3,low_verbal,gmTxt8dp,43
man,fan,1189,1,ortho,4.67,high_verbal,gY67hxD2,3
man,fan,1722,0,ortho,2.42,low_verbal,HPiIXyO1,38
man,fan,3121.7,1,ortho,2.833333333,low_verbal,hRiDYGB2,13
man,fan,1122.3,1,ortho,4.58,high_verbal,hsk1bUWA,22
man,fan,1586.4,1,ortho,4.75,high_verbal,IbadRTNw,9
man,fan,2037.2,1,ortho,4.92,high_verbal,IGrNgFbi,19
man,fan,3599,0,ortho,4.583333333,high_verbal,IMlP20yi,53
man,fan,3466.3,0,ortho,1.92,low_verbal,JeMnPabT,53
man,fan,3254,1,ortho,5,high_verbal,Ki4GHif7,36
man,fan,1472.3,1,ortho,4.5,high_verbal,KPfJRNRo,39
man,fan,1738.6,1,ortho,2.58,low_verbal,lAeE5wTL,32
man,fan,3045.1,0,ortho,4.67,high_verbal,lcQfoynH,47
man,fan,1531.4,1,ortho,4.666667,high_verbal,LpHjkqKd,41
man,fan,2905.9,1,ortho,1.08,low_verbal,LyXqRZhM,40
man,fan,3399,1,ortho,5,high_verbal,m6nAacjH,8
man,fan,2130.2,1,ortho,4.75,high_verbal,mHkNNA58,51
man,fan,3884,1,ortho,2.666666667,low_verbal,mqvAJ91n,52
man,fan,2087.7,0,ortho,1.75,low_verbal,mZqk099M,8
man,fan,3423,0,ortho,4.666667,high_verbal,NCar5SZo,48
man,fan,1577.6,1,ortho,3.083333333,low_verbal,NS1YHcvi,13
man,fan,3399,0,ortho,1.92,low_verbal,Ny0Ml3uz,52
man,fan,2071.4,1,ortho,2.5,low_verbal,OE580Gi8,40
man,fan,1752.9,1,ortho,4.67,high_verbal,OHHIBcMJ,6
man,fan,2251,1,ortho,2.916666667,low_verbal,OwZfp5qv,33
man,fan,1993,1,ortho,2.916666667,low_verbal,ozMU0TCL,24
man,fan,1553.1,1,ortho,4.916666667,high_verbal,Po8DLpvd,45
man,fan,2331.8,0,ortho,4.333333,high_verbal,Ps3HVmAH,19
man,fan,2007.3,1,ortho,1.5,low_verbal,pylKRwzb,23
man,fan,1769.7,1,ortho,5,high_verbal,qFEgGDhX,32
man,fan,1263.1,1,ortho,3,low_verbal,qkCSFiGm,23
man,fan,1426.3,1,ortho,4.166667,high_verbal,qPOXJpNv,11
man,fan,1732.8,1,ortho,4.416667,high_verbal,Qy5J1Mxs,12
man,fan,1957,1,ortho,2.58,low_verbal,rdIExOr9,30
man,fan,2234.5,1,ortho,4.166667,high_verbal,RHqN8QGm,31
man,fan,3426.4,1,ortho,4.67,high_verbal,RlmJUu78,17
man,fan,1546.7,1,ortho,4.25,high_verbal,sZLRQDIR,26
man,fan,2666.2,1,ortho,2.33,low_verbal,TFWelN7f,37
man,fan,1544.6,1,ortho,4.25,high_verbal,ts7nbQkN,24
man,fan,3015.4,1,ortho,4.583333333,high_verbal,U8Rxi9rz,32
man,fan,3696,1,ortho,1.67,low_verbal,UhCBWnbb,25
man,fan,1182,1,ortho,2.17,low_verbal,vhsbIoXa,50
man,fan,3287,0,ortho,2.83,low_verbal,VxHNyXXR,9
man,fan,881.4000001,1,ortho,2.67,low_verbal,wDmKNbjb,27
man,fan,4177.3,1,ortho,4.666666667,high_verbal,WewWn58j,6
man,fan,3484.6,1,ortho,3,low_verbal,xa4C6HC1,49
man,fan,1737.9,0,ortho,1.75,low_verbal,Xa9ISMwC,43
man,fan,2226.1,0,ortho,2.58,low_verbal,xMXJBD7Y,27
man,fan,1694,1,ortho,4.833333333,high_verbal,xnNpmgQR,45
man,fan,4588.299999,1,ortho,4.75,high_verbal,XTcCmXvP,51
man,fan,2017.3,1,ortho,4.75,high_verbal,XWkUpOyp,10
man,fan,1834.4,1,ortho,4.83,high_verbal,XxuTNyUr,37
man,fan,1969,1,ortho,4.666666667,high_verbal,y1Ud0IvQ,6
man,fan,1304.6,1,ortho,4.583333333,high_verbal,ycrZF9Ui,1
man,fan,1263.1,1,ortho,4.833333333,high_verbal,yduNAfJN,27
man,fan,2909.3,1,ortho,4.92,high_verbal,yI870PhA,4
man,fan,2632.8,0,ortho,4.92,high_verbal,zfMwhrdi,12
man,fan,2154.5,1,ortho,2.17,low_verbal,zzU1ectZ,29
moon,spoon,1419.2,1,ortho,2.25,low_verbal,05Wo9IGy,41
moon,spoon,1497.9,1,ortho,1.75,low_verbal,0CxunTLR,14
moon,spoon,995,0,ortho,2.42,low_verbal,0EwA9ugv,45
moon,spoon,1221.9,1,ortho,2.58,low_verbal,0X9nY8Ym,16
moon,spoon,2346,1,ortho,2.833333333,low_verbal,1hM1LUCj,16
moon,spoon,1767.5,1,ortho,4.166667,high_verbal,26Z3U4Qu,14
moon,spoon,1573.9,0,ortho,3.083333333,low_verbal,2dXRa5Zq,29
moon,spoon,1341.5,1,ortho,4.67,high_verbal,2Ie4vXKm,16
moon,spoon,1839.9,1,ortho,1.83,low_verbal,3DHBLnqj,41
moon,spoon,1713.1,1,ortho,4.92,high_verbal,3HwZ3aSO,34
moon,spoon,2404.7,1,ortho,4.83,high_verbal,4ELANfYv,43
moon,spoon,1292.2,1,ortho,4.833333333,high_verbal,4FubSY7J,12
moon,spoon,1502.2,1,ortho,3.083333333,low_verbal,4KFmznfv,41
moon,spoon,1504,1,ortho,1.33,low_verbal,5WF1GwNy,34
moon,spoon,2048.7,1,ortho,4.5,high_verbal,79p4hVcb,46
moon,spoon,1143,1,ortho,4.666666667,high_verbal,7eDZS0g9,6
moon,spoon,1297.3,0,ortho,2.92,low_verbal,7rrmnKSW,40
moon,spoon,1287.8,1,ortho,2.17,low_verbal,7rvMjiCW,25
moon,spoon,1461.3,1,ortho,2.833333333,low_verbal,8Mnv01S8,30
moon,spoon,1701.6,1,ortho,2.75,low_verbal,8yyEgSuX,37
moon,spoon,1348.1,1,ortho,5,high_verbal,AvRdAeDp,19
moon,spoon,943.8,1,ortho,2.25,low_verbal,AZihdj82,14
moon,spoon,1946.700001,1,ortho,4.75,high_verbal,BfCux7Qy,18
moon,spoon,2215.3,1,ortho,4.67,high_verbal,bj3SfFHq,14
moon,spoon,1645.8,1,ortho,4.166667,high_verbal,c8Txd3Z5,3
moon,spoon,1203,1,ortho,1,low_verbal,CPt18YMj,47
moon,spoon,1216.8,1,ortho,2.916666667,low_verbal,Ds5BnIYz,17
moon,spoon,2235.5,1,ortho,4.75,high_verbal,DuDDHkI9,6
moon,spoon,1324.3,1,ortho,4.333333,high_verbal,duTSHxzu,23
moon,spoon,1191.4,1,ortho,3.25,low_verbal,e3BB2RMg,33
moon,spoon,1409,1,ortho,3.17,low_verbal,Ezm1v61p,7
moon,spoon,1164,1,ortho,3,low_verbal,fbKqS6qy,50
moon,spoon,1542.9,1,ortho,1.42,low_verbal,fX6rWWkd,30
moon,spoon,1172.7,1,ortho,2.58,low_verbal,GJMX4RUC,2
moon,spoon,1604,1,ortho,3,low_verbal,gmTxt8dp,5
moon,spoon,2516.5,1,ortho,4.67,high_verbal,gY67hxD2,2
moon,spoon,1680.4,1,ortho,2.42,low_verbal,HPiIXyO1,41
moon,spoon,1302.3,1,ortho,2.833333333,low_verbal,hRiDYGB2,36
moon,spoon,1361.3,1,ortho,4.58,high_verbal,hsk1bUWA,18
moon,spoon,1082,0,ortho,4.75,high_verbal,IbadRTNw,28
moon,spoon,1698.8,1,ortho,4.92,high_verbal,IGrNgFbi,31
moon,spoon,1070.2,1,ortho,4.583333333,high_verbal,IMlP20yi,8
moon,spoon,795.5,1,ortho,1.92,low_verbal,JeMnPabT,44
moon,spoon,1484,1,ortho,5,high_verbal,Ki4GHif7,42
moon,spoon,1414.5,1,ortho,4.5,high_verbal,KPfJRNRo,36
moon,spoon,1019.1,1,ortho,2.58,low_verbal,lAeE5wTL,51
moon,spoon,1707.3,1,ortho,4.67,high_verbal,lcQfoynH,21
moon,spoon,1005.3,1,ortho,4.666667,high_verbal,LpHjkqKd,4
moon,spoon,2216.5,1,ortho,1.08,low_verbal,LyXqRZhM,44
moon,spoon,1395,1,ortho,5,high_verbal,m6nAacjH,6
moon,spoon,1657,1,ortho,4.75,high_verbal,mHkNNA58,30
moon,spoon,1901,1,ortho,2.666666667,low_verbal,mqvAJ91n,33
moon,spoon,1137.3,1,ortho,1.75,low_verbal,mZqk099M,4
moon,spoon,2696,1,ortho,4.666667,high_verbal,NCar5SZo,36
moon,spoon,1896.5,1,ortho,4.75,high_verbal,NRFUWLZO,26
moon,spoon,1264.1,1,ortho,3.083333333,low_verbal,NS1YHcvi,41
moon,spoon,1439.6,1,ortho,1.92,low_verbal,Ny0Ml3uz,19
moon,spoon,1516.7,1,ortho,2.5,low_verbal,OE580Gi8,8
moon,spoon,1938.2,1,ortho,4.67,high_verbal,OHHIBcMJ,21
moon,spoon,1138,1,ortho,2.916666667,low_verbal,OwZfp5qv,40
moon,spoon,1518,1,ortho,2.916666667,low_verbal,ozMU0TCL,10
moon,spoon,1358.8,1,ortho,4.916666667,high_verbal,Po8DLpvd,28
moon,spoon,1415.9,1,ortho,4.333333,high_verbal,Ps3HVmAH,20
moon,spoon,2302.8,1,ortho,1.5,low_verbal,pylKRwzb,27
moon,spoon,1551.2,0,ortho,5,high_verbal,qFEgGDhX,41
moon,spoon,1408.9,1,ortho,3,low_verbal,qkCSFiGm,24
moon,spoon,1287.4,1,ortho,4.166667,high_verbal,qPOXJpNv,8
moon,spoon,1356.8,1,ortho,4.416667,high_verbal,Qy5J1Mxs,3
moon,spoon,3053,1,ortho,2.58,low_verbal,rdIExOr9,47
moon,spoon,1082.6,1,ortho,4.166667,high_verbal,RHqN8QGm,38
moon,spoon,1315.3,1,ortho,4.67,high_verbal,RlmJUu78,53
moon,spoon,1831.8,1,ortho,4.25,high_verbal,sZLRQDIR,22
moon,spoon,2255.4,1,ortho,2.33,low_verbal,TFWelN7f,35
moon,spoon,1104.6,1,ortho,4.25,high_verbal,ts7nbQkN,41
moon,spoon,1239,1,ortho,4.583333333,high_verbal,U8Rxi9rz,43
moon,spoon,1770.2,1,ortho,1.67,low_verbal,UhCBWnbb,39
moon,spoon,1538.3,1,ortho,2.17,low_verbal,vhsbIoXa,13
moon,spoon,1687,1,ortho,2.83,low_verbal,VxHNyXXR,42
moon,spoon,651.4000001,1,ortho,2.67,low_verbal,wDmKNbjb,17
moon,spoon,964.4,1,ortho,4.666666667,high_verbal,WewWn58j,15
moon,spoon,1609,1,ortho,3,low_verbal,xa4C6HC1,42
moon,spoon,1673.6,1,ortho,1.75,low_verbal,Xa9ISMwC,50
moon,spoon,1845.4,1,ortho,2.58,low_verbal,xMXJBD7Y,2
moon,spoon,1309,1,ortho,4.833333333,high_verbal,xnNpmgQR,6
moon,spoon,2027.3,1,ortho,4.75,high_verbal,XTcCmXvP,37
moon,spoon,979.2,1,ortho,4.75,high_verbal,XWkUpOyp,12
moon,spoon,1677.5,1,ortho,4.83,high_verbal,XxuTNyUr,9
moon,spoon,2157,1,ortho,4.666666667,high_verbal,y1Ud0IvQ,5
moon,spoon,999.7,0,ortho,4.583333333,high_verbal,ycrZF9Ui,28
moon,spoon,1498.6,1,ortho,4.833333333,high_verbal,yduNAfJN,40
moon,spoon,1422.4,0,ortho,4.92,high_verbal,yI870PhA,41
moon,spoon,1767.6,1,ortho,4.92,high_verbal,zfMwhrdi,16
moon,spoon,1307.1,1,ortho,2.17,low_verbal,zzU1ectZ,16
nose,rose,1435.3,1,ortho,2.25,low_verbal,05Wo9IGy,20
nose,rose,1569.6,1,ortho,1.75,low_verbal,0CxunTLR,41
nose,rose,1480.6,1,ortho,2.42,low_verbal,0EwA9ugv,5
nose,rose,1639.9,1,ortho,2.58,low_verbal,0X9nY8Ym,9
nose,rose,1591,1,ortho,2.833333333,low_verbal,1hM1LUCj,29
nose,rose,1468.9,1,ortho,4.166667,high_verbal,26Z3U4Qu,8
nose,rose,4039.9,0,ortho,3.083333333,low_verbal,2dXRa5Zq,24
nose,rose,1383.8,1,ortho,4.67,high_verbal,2Ie4vXKm,27
nose,rose,2394.1,1,ortho,1.83,low_verbal,3DHBLnqj,3
nose,rose,1670,0,ortho,4.92,high_verbal,3HwZ3aSO,49
nose,rose,1657,1,ortho,4.83,high_verbal,4ELANfYv,19
nose,rose,1639.5,1,ortho,4.833333333,high_verbal,4FubSY7J,20
nose,rose,1758.6,1,ortho,3.083333333,low_verbal,4KFmznfv,14
nose,rose,1491.3,1,ortho,1.33,low_verbal,5WF1GwNy,24
nose,rose,1593.9,1,ortho,4.5,high_verbal,79p4hVcb,6
nose,rose,1381.5,1,ortho,4.666666667,high_verbal,7eDZS0g9,40
nose,rose,1420.2,1,ortho,2.92,low_verbal,7rrmnKSW,16
nose,rose,1290,1,ortho,2.17,low_verbal,7rvMjiCW,10
nose,rose,2598.6,1,ortho,2.833333333,low_verbal,8Mnv01S8,33
nose,rose,2403.5,1,ortho,2.75,low_verbal,8yyEgSuX,13
nose,rose,1336.4,1,ortho,5,high_verbal,AvRdAeDp,28
nose,rose,1103.8,1,ortho,2.25,low_verbal,AZihdj82,30
nose,rose,1834,1,ortho,4.75,high_verbal,BfCux7Qy,22
nose,rose,3100.4,1,ortho,4.67,high_verbal,bj3SfFHq,1
nose,rose,1439.9,1,ortho,4.166667,high_verbal,c8Txd3Z5,37
nose,rose,1396,1,ortho,1,low_verbal,CPt18YMj,26
nose,rose,943.3,1,ortho,2.916666667,low_verbal,Ds5BnIYz,14
nose,rose,1158.9,1,ortho,4.75,high_verbal,DuDDHkI9,17
nose,rose,1406.9,1,ortho,4.333333,high_verbal,duTSHxzu,46
nose,rose,1580.9,1,ortho,3.25,low_verbal,e3BB2RMg,21
nose,rose,1891,1,ortho,3.17,low_verbal,Ezm1v61p,23
nose,rose,1548,1,ortho,3,low_verbal,fbKqS6qy,10
nose,rose,1344.4,1,ortho,1.42,low_verbal,fX6rWWkd,38
nose,rose,1631.7,1,ortho,2.58,low_verbal,GJMX4RUC,37
nose,rose,1502,0,ortho,3,low_verbal,gmTxt8dp,48
nose,rose,1034.2,1,ortho,4.67,high_verbal,gY67hxD2,20
nose,rose,2043.1,1,ortho,2.42,low_verbal,HPiIXyO1,45
nose,rose,1209.4,1,ortho,2.833333333,low_verbal,hRiDYGB2,24
nose,rose,1143.7,1,ortho,4.58,high_verbal,hsk1bUWA,42
nose,rose,2680.2,1,ortho,4.75,high_verbal,IbadRTNw,37
nose,rose,1120.7,1,ortho,4.92,high_verbal,IGrNgFbi,40
nose,rose,1288.8,1,ortho,4.583333333,high_verbal,IMlP20yi,24
nose,rose,953,1,ortho,1.92,low_verbal,JeMnPabT,14
nose,rose,1493,1,ortho,5,high_verbal,Ki4GHif7,50
nose,rose,1197.4,1,ortho,4.5,high_verbal,KPfJRNRo,29
nose,rose,1347.1,1,ortho,2.58,low_verbal,lAeE5wTL,23
nose,rose,1394.7,1,ortho,4.67,high_verbal,lcQfoynH,45
nose,rose,1055.7,1,ortho,4.666667,high_verbal,LpHjkqKd,52
nose,rose,1603.2,1,ortho,1.08,low_verbal,LyXqRZhM,5
nose,rose,1159,1,ortho,5,high_verbal,m6nAacjH,40
nose,rose,1515.9,1,ortho,4.75,high_verbal,mHkNNA58,12
nose,rose,1573,1,ortho,2.666666667,low_verbal,mqvAJ91n,53
nose,rose,1692.4,1,ortho,1.75,low_verbal,mZqk099M,6
nose,rose,1577,1,ortho,4.666667,high_verbal,NCar5SZo,9
nose,rose,1531.5,1,ortho,4.75,high_verbal,NRFUWLZO,14
nose,rose,1017.5,1,ortho,3.083333333,low_verbal,NS1YHcvi,33
nose,rose,1809.1,1,ortho,1.92,low_verbal,Ny0Ml3uz,45
nose,rose,1174.7,1,ortho,2.5,low_verbal,OE580Gi8,36
nose,rose,1172.7,1,ortho,4.67,high_verbal,OHHIBcMJ,3
nose,rose,1092,1,ortho,2.916666667,low_verbal,OwZfp5qv,45
nose,rose,1358,1,ortho,2.916666667,low_verbal,ozMU0TCL,6
nose,rose,1768.8,1,ortho,4.916666667,high_verbal,Po8DLpvd,23
nose,rose,2408.1,1,ortho,4.333333,high_verbal,Ps3HVmAH,27
nose,rose,1259.9,1,ortho,5,high_verbal,qFEgGDhX,51
nose,rose,1236,1,ortho,3,low_verbal,qkCSFiGm,11
nose,rose,1510.7,1,ortho,4.166667,high_verbal,qPOXJpNv,38
nose,rose,1451.9,1,ortho,4.416667,high_verbal,Qy5J1Mxs,7
nose,rose,2177,1,ortho,2.58,low_verbal,rdIExOr9,17
nose,rose,1236.9,1,ortho,4.166667,high_verbal,RHqN8QGm,7
nose,rose,1412.3,1,ortho,4.67,high_verbal,RlmJUu78,13
nose,rose,1109.6,1,ortho,4.25,high_verbal,sZLRQDIR,24
nose,rose,1988.5,1,ortho,2.33,low_verbal,TFWelN7f,30
nose,rose,1360.8,1,ortho,4.25,high_verbal,ts7nbQkN,12
nose,rose,1631.6,1,ortho,4.583333333,high_verbal,U8Rxi9rz,31
nose,rose,1360,1,ortho,1.67,low_verbal,UhCBWnbb,45
nose,rose,1361.8,1,ortho,2.17,low_verbal,vhsbIoXa,45
nose,rose,1462,1,ortho,2.83,low_verbal,VxHNyXXR,31
nose,rose,1506.9,0,ortho,2.67,low_verbal,wDmKNbjb,43
nose,rose,1312,1,ortho,4.666666667,high_verbal,WewWn58j,7
nose,rose,2798.3,1,ortho,3,low_verbal,xa4C6HC1,33
nose,rose,2129.1,1,ortho,1.75,low_verbal,Xa9ISMwC,34
nose,rose,1935.4,1,ortho,2.58,low_verbal,xMXJBD7Y,9
nose,rose,1619,1,ortho,4.833333333,high_verbal,xnNpmgQR,4
nose,rose,1818.8,1,ortho,4.75,high_verbal,XTcCmXvP,38
nose,rose,1133.1,1,ortho,4.75,high_verbal,XWkUpOyp,29
nose,rose,1354,1,ortho,4.83,high_verbal,XxuTNyUr,34
nose,rose,1804,1,ortho,4.666666667,high_verbal,y1Ud0IvQ,41
nose,rose,1359.9,1,ortho,4.583333333,high_verbal,ycrZF9Ui,41
nose,rose,2159.5,1,ortho,4.833333333,high_verbal,yduNAfJN,31
nose,rose,1222.3,1,ortho,4.92,high_verbal,yI870PhA,49
nose,rose,2266.1,1,ortho,4.92,high_verbal,zfMwhrdi,9
nose,rose,1410.9,1,ortho,2.17,low_verbal,zzU1ectZ,12
pear,chair,985.7,1,non-ortho,2.25,low_verbal,05Wo9IGy,22
pear,chair,1561,1,non-ortho,1.75,low_verbal,0CxunTLR,38
pear,chair,1200.4,1,non-ortho,2.42,low_verbal,0EwA9ugv,37
pear,chair,1525.9,1,non-ortho,2.58,low_verbal,0X9nY8Ym,51
pear,chair,1327,1,non-ortho,2.833333333,low_verbal,1hM1LUCj,33
pear,chair,2132.7,1,non-ortho,4.166667,high_verbal,26Z3U4Qu,40
pear,chair,1510.9,1,non-ortho,3.083333333,low_verbal,2dXRa5Zq,39
pear,chair,1302.4,1,non-ortho,4.67,high_verbal,2Ie4vXKm,38
pear,chair,1328.1,1,non-ortho,1.83,low_verbal,3DHBLnqj,38
pear,chair,1568.6,0,non-ortho,4.92,high_verbal,3HwZ3aSO,43
pear,chair,1293.8,1,non-ortho,4.83,high_verbal,4ELANfYv,50
pear,chair,1919.9,1,non-ortho,4.833333333,high_verbal,4FubSY7J,42
pear,chair,962,1,non-ortho,3.083333333,low_verbal,4KFmznfv,42
pear,chair,1578.2,1,non-ortho,1.33,low_verbal,5WF1GwNy,6
pear,chair,3834.4,1,non-ortho,4.5,high_verbal,79p4hVcb,21
pear,chair,1387.9,1,non-ortho,4.666666667,high_verbal,7eDZS0g9,35
pear,chair,1478.6,1,non-ortho,2.92,low_verbal,7rrmnKSW,8
pear,chair,1174,1,non-ortho,2.17,low_verbal,7rvMjiCW,4
pear,chair,1309.9,1,non-ortho,2.833333333,low_verbal,8Mnv01S8,35
pear,chair,2278.8,1,non-ortho,2.75,low_verbal,8yyEgSuX,42
pear,chair,963.5,1,non-ortho,5,high_verbal,AvRdAeDp,3
pear,chair,1115.7,1,non-ortho,2.25,low_verbal,AZihdj82,24
pear,chair,1245,1,non-ortho,4.75,high_verbal,BfCux7Qy,41
pear,chair,1272.5,1,non-ortho,4.67,high_verbal,bj3SfFHq,47
pear,chair,2381.5,0,non-ortho,4.166667,high_verbal,c8Txd3Z5,34
pear,chair,1679,1,non-ortho,1,low_verbal,CPt18YMj,34
pear,chair,1094.6,1,non-ortho,2.916666667,low_verbal,Ds5BnIYz,15
pear,chair,1516.5,1,non-ortho,4.75,high_verbal,DuDDHkI9,50
pear,chair,1587.4,1,non-ortho,4.333333,high_verbal,duTSHxzu,41
pear,chair,1579.4,1,non-ortho,3.25,low_verbal,e3BB2RMg,3
pear,chair,1251,1,non-ortho,3.17,low_verbal,Ezm1v61p,45
pear,chair,2249,1,non-ortho,3,low_verbal,fbKqS6qy,3
pear,chair,1435.2,1,non-ortho,1.42,low_verbal,fX6rWWkd,8
pear,chair,889.8,1,non-ortho,2.58,low_verbal,GJMX4RUC,13
pear,chair,1895,1,non-ortho,3,low_verbal,gmTxt8dp,50
pear,chair,1196.4,1,non-ortho,4.67,high_verbal,gY67hxD2,4
pear,chair,1422,1,non-ortho,2.42,low_verbal,HPiIXyO1,50
pear,chair,1259.4,1,non-ortho,2.833333333,low_verbal,hRiDYGB2,17
pear,chair,1822.9,1,non-ortho,4.58,high_verbal,hsk1bUWA,6
pear,chair,1118.5,1,non-ortho,4.75,high_verbal,IbadRTNw,19
pear,chair,1382.7,1,non-ortho,4.92,high_verbal,IGrNgFbi,43
pear,chair,1118.8,1,non-ortho,4.583333333,high_verbal,IMlP20yi,17
pear,chair,1012.1,1,non-ortho,1.92,low_verbal,JeMnPabT,12
pear,chair,2098,1,non-ortho,5,high_verbal,Ki4GHif7,45
pear,chair,1025.8,1,non-ortho,4.5,high_verbal,KPfJRNRo,35
pear,chair,1226.8,1,non-ortho,2.58,low_verbal,lAeE5wTL,53
pear,chair,1293.4,1,non-ortho,4.67,high_verbal,lcQfoynH,46
pear,chair,1061.2,1,non-ortho,4.666667,high_verbal,LpHjkqKd,6
pear,chair,2275.8,1,non-ortho,1.08,low_verbal,LyXqRZhM,20
pear,chair,1516,1,non-ortho,5,high_verbal,m6nAacjH,25
pear,chair,2192.8,1,non-ortho,4.75,high_verbal,mHkNNA58,1
pear,chair,2091,1,non-ortho,2.666666667,low_verbal,mqvAJ91n,37
pear,chair,1279.6,1,non-ortho,1.75,low_verbal,mZqk099M,43
pear,chair,1457,1,non-ortho,4.666667,high_verbal,NCar5SZo,12
pear,chair,1344.1,1,non-ortho,4.75,high_verbal,NRFUWLZO,51
pear,chair,2424.5,1,non-ortho,3.083333333,low_verbal,NS1YHcvi,10
pear,chair,1265.6,0,non-ortho,1.92,low_verbal,Ny0Ml3uz,4
pear,chair,1567.2,1,non-ortho,2.5,low_verbal,OE580Gi8,34
pear,chair,1153,1,non-ortho,4.67,high_verbal,OHHIBcMJ,23
pear,chair,1724,1,non-ortho,2.916666667,low_verbal,OwZfp5qv,28
pear,chair,1617,1,non-ortho,2.916666667,low_verbal,ozMU0TCL,47
pear,chair,2819.4,1,non-ortho,4.916666667,high_verbal,Po8DLpvd,14
pear,chair,1521.5,1,non-ortho,4.333333,high_verbal,Ps3HVmAH,32
pear,chair,1948.7,0,non-ortho,1.5,low_verbal,pylKRwzb,33
pear,chair,1351.5,1,non-ortho,5,high_verbal,qFEgGDhX,42
pear,chair,1498.9,1,non-ortho,3,low_verbal,qkCSFiGm,34
pear,chair,2536.6,1,non-ortho,4.166667,high_verbal,qPOXJpNv,43
pear,chair,1401.6,1,non-ortho,4.416667,high_verbal,Qy5J1Mxs,13
pear,chair,1793,1,non-ortho,2.58,low_verbal,rdIExOr9,31
pear,chair,1939,1,non-ortho,4.166667,high_verbal,RHqN8QGm,33
pear,chair,1264.3,1,non-ortho,4.67,high_verbal,RlmJUu78,18
pear,chair,1311.3,1,non-ortho,4.25,high_verbal,sZLRQDIR,19
pear,chair,1534.7,1,non-ortho,4.25,high_verbal,ts7nbQkN,4
pear,chair,1177.6,1,non-ortho,4.583333333,high_verbal,U8Rxi9rz,4
